t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp
0.781;0;0.157;0;0.157;0.781;0;0.156;0;0.15756;0.781;0;0.155;0;0.155;0.781;0.001;0.155;0.001;0.15345;0.781;0.001;0.154;0.001;0.15246;0.781;0.157;0;0.15857;0;0.781;0.156;0;0.156;0;0.781;0.155;0;0.15655;0;0.781;0.155;0.001;0.15655;0.00099;0.781;0.154;0.001;0.15246;0.00101
0.782;0;0.157;0;0.15543;0.782;0;0.156;0;0.15756;0.782;0;0.155;0;0.15655;0.782;0.001;0.155;0.001;0.15345;0.782;0.001;0.154;0.00101;0.15246;0.782;0.157;0;0.157;0;0.782;0.156;0;0.15444;0;0.782;0.155;0;0.15345;0;0.782;0.155;0.001;0.155;0.00101;0.782;0.154;0.001;0.15246;0.001
0.783;0;0.157;0;0.15857;0.783;0;0.156;0;0.15756;0.783;0;0.155;0;0.15655;0.783;0.001;0.155;0.00101;0.15655;0.783;0.001;0.154;0.00099;0.15246;0.783;0.157;0;0.15543;0;0.783;0.156;0;0.156;0;0.783;0.155;0;0.155;0;0.783;0.155;0.001;0.15655;0.00101;0.783;0.154;0.001;0.15554;0.00099
0.784;0;0.157;0;0.15543;0.784;0;0.156;0;0.15444;0.784;0;0.155;0;0.155;0.784;0.001;0.155;0.00099;0.15345;0.784;0.001;0.154;0.001;0.15554;0.784;0.157;0;0.15857;0;0.784;0.156;0;0.156;0;0.784;0.155;0;0.155;0;0.784;0.155;0.001;0.15655;0.00101;0.784;0.154;0.001;0.15246;0.001
0.785;0;0.157;0;0.15543;0.785;0;0.156;0;0.15444;0.785;0;0.155;0;0.15345;0.785;0.001;0.155;0.00101;0.15655;0.785;0.001;0.154;0.00099;0.15554;0.785;0.157;0;0.15543;0;0.785;0.156;0;0.15444;0;0.785;0.155;0;0.15345;0;0.785;0.155;0.001;0.15345;0.00101;0.785;0.154;0.001;0.15246;0.001
0.786;0;0.157;0;0.15543;0.786;0;0.156;0;0.156;0.786;0;0.155;0;0.155;0.786;0.001;0.155;0.00101;0.155;0.786;0.001;0.154;0.00099;0.15246;0.786;0.157;0;0.15857;0;0.786;0.156;0;0.15444;0;0.786;0.155;0;0.15655;0;0.786;0.155;0.001;0.155;0.00099;0.786;0.154;0.001;0.154;0.00101
0.787;0;0.157;0;0.157;0.787;0;0.156;0;0.15756;0.787;0;0.155;0;0.15655;0.787;0.001;0.155;0.001;0.155;0.787;0.001;0.154;0.00099;0.15554;0.787;0.157;0;0.15857;0;0.787;0.156;0;0.15756;0;0.787;0.155;0;0.15345;0;0.787;0.155;0.001;0.15345;0.00101;0.787;0.154;0.001;0.154;0.001
0.788;0;0.157;0;0.15857;0.788;0;0.156;0;0.15444;0.788;0;0.155;0;0.15655;0.788;0.001;0.155;0.00101;0.155;0.788;0.001;0.154;0.001;0.154;0.788;0.157;0;0.15543;0;0.788;0.156;0;0.15444;0;0.788;0.155;0;0.155;0;0.788;0.155;0.001;0.15655;0.00101;0.788;0.154;0.001;0.15246;0.001
0.789;0;0.157;0;0.157;0.789;0;0.156;0;0.15756;0.789;0;0.155;0;0.155;0.789;0.001;0.155;0.001;0.155;0.789;0.001;0.154;0.00099;0.15554;0.789;0.157;0;0.157;0;0.789;0.156;0;0.15444;0;0.789;0.155;0;0.15345;0;0.789;0.155;0.001;0.15345;0.001;0.789;0.154;0.001;0.154;0.00099
0.79;0;0.157;0;0.15857;0.79;0;0.156;0;0.156;0.79;0;0.155;0;0.15345;0.79;0.001;0.155;0.00099;0.155;0.79;0.001;0.154;0.00099;0.15246;0.79;0.157;0;0.15857;0;0.79;0.156;0;0.156;0;0.79;0.155;0;0.155;0;0.79;0.155;0.001;0.15655;0.00099;0.79;0.154;0.001;0.15554;0.00101
0.791;0;0.157;0;0.157;0.791;0;0.156;0;0.15444;0.791;0;0.155;0;0.155;0.791;0.001;0.155;0.001;0.15655;0.791;0.001;0.154;0.001;0.154;0.791;0.157;0;0.15857;0;0.791;0.156;0;0.15444;0;0.791;0.155;0;0.15655;0;0.791;0.155;0.001;0.15655;0.001;0.791;0.154;0.001;0.15246;0.00099
0.792;0;0.157;0;0.15857;0.792;0;0.156;0;0.156;0.792;0;0.155;0;0.15655;0.792;0.001;0.155;0.00099;0.15655;0.792;0.001;0.154;0.00101;0.15246;0.792;0.157;0;0.15543;0;0.792;0.156;0;0.156;0;0.792;0.155;0;0.155;0;0.792;0.155;0.001;0.15345;0.00099;0.792;0.154;0.001;0.15246;0.00101
0.793;0;0.157;0;0.157;0.793;0;0.156;0;0.15756;0.793;0;0.155;0;0.15655;0.793;0.001;0.155;0.00099;0.155;0.793;0.001;0.154;0.00101;0.15554;0.793;0.157;0;0.15857;0;0.793;0.156;0;0.156;0;0.793;0.155;0;0.15655;0;0.793;0.155;0.001;0.15345;0.00101;0.793;0.154;0.001;0.154;0.001
0.794;0;0.157;0;0.15543;0.794;0;0.156;0;0.15444;0.794;0;0.155;0;0.15345;0.794;0.001;0.155;0.001;0.15345;0.794;0.001;0.154;0.00099;0.15246;0.794;0.157;0;0.15543;0;0.794;0.156;0;0.15444;0;0.794;0.155;0;0.155;0;0.794;0.155;0.001;0.15655;0.00099;0.794;0.154;0.001;0.15246;0.001
0.795;0;0.157;0;0.15543;0.795;0;0.156;0;0.156;0.795;0;0.155;0;0.15345;0.795;0.001;0.155;0.00099;0.15655;0.795;0.001;0.154;0.00099;0.154;0.795;0.157;0;0.15857;0;0.795;0.156;0;0.15444;0;0.795;0.155;0;0.15345;0;0.795;0.155;0.001;0.15655;0.001;0.795;0.154;0.001;0.15246;0.00099
0.796;0;0.157;0;0.15543;0.796;0;0.156;0;0.156;0.796;0;0.155;0;0.15345;0.796;0.001;0.155;0.001;0.15655;0.796;0.001;0.154;0.00101;0.15554;0.796;0.157;0;0.15543;0;0.796;0.156;0;0.15756;0;0.796;0.155;0;0.15655;0;0.796;0.155;0.001;0.15655;0.00099;0.796;0.154;0.001;0.15554;0.00099
0.797;0;0.157;0;0.157;0.797;0;0.156;0;0.15756;0.797;0;0.155;0;0.15655;0.797;0.001;0.155;0.00101;0.15345;0.797;0.001;0.154;0.00101;0.15246;0.797;0.157;0;0.15543;0;0.797;0.156;0;0.15756;0;0.797;0.155;0;0.15345;0;0.797;0.155;0.001;0.15655;0.00101;0.797;0.154;0.001;0.154;0.00101
0.798;0;0.157;0;0.15543;0.798;0;0.156;0;0.15756;0.798;0;0.155;0;0.15655;0.798;0.001;0.155;0.001;0.155;0.798;0.001;0.154;0.001;0.15554;0.798;0.157;0;0.15543;0;0.798;0.156;0;0.156;0;0.798;0.155;0;0.15655;0;0.798;0.155;0.001;0.15655;0.001;0.798;0.154;0.001;0.154;0.001
0.799;0;0.157;0;0.15857;0.799;0;0.156;0;0.156;0.799;0;0.155;0;0.155;0.799;0.001;0.155;0.00101;0.15655;0.799;0.001;0.154;0.00099;0.154;0.799;0.157;0;0.157;0;0.799;0.156;0;0.156;0;0.799;0.155;0;0.15655;0;0.799;0.155;0.001;0.15655;0.00099;0.799;0.154;0.001;0.15554;0.001
0.8;0;0.157;0;0.157;0.8;0;0.156;0;0.156;0.8;0;0.155;0;0.155;0.8;0.001;0.155;0.001;0.15345;0.8;0.001;0.154;0.00099;0.15554;0.8;0.157;0;0.15543;0;0.8;0.156;0;0.15444;0;0.8;0.155;0;0.15655;0;0.8;0.155;0.001;0.155;0.001;0.8;0.154;0.001;0.15246;0.00101
0.801;0;0.157;0;0.157;0.801;0;0.156;0;0.15444;0.801;0;0.155;0;0.15345;0.801;0.001;0.155;0.00099;0.15655;0.801;0.001;0.154;0.00099;0.154;0.801;0.157;0;0.157;0;0.801;0.156;0;0.156;0;0.801;0.155;0;0.15345;0;0.801;0.155;0.001;0.155;0.001;0.801;0.154;0.001;0.15246;0.00101
0.802;0;0.157;0;0.157;0.802;0;0.156;0;0.156;0.802;0;0.155;0;0.155;0.802;0.001;0.155;0.00099;0.15345;0.802;0.001;0.154;0.00099;0.154;0.802;0.157;0;0.157;0;0.802;0.156;0;0.15756;0;0.802;0.155;0;0.155;0;0.802;0.155;0.001;0.15345;0.00101;0.802;0.154;0.001;0.15246;0.00099
0.803;0;0.157;0;0.15857;0.803;0;0.156;0;0.15756;0.803;0;0.155;0;0.15345;0.803;0.001;0.155;0.00099;0.15345;0.803;0.001;0.154;0.001;0.15246;0.803;0.157;0;0.15857;0;0.803;0.156;0;0.15444;0;0.803;0.155;0;0.15655;0;0.803;0.155;0.001;0.155;0.001;0.803;0.154;0.001;0.15554;0.00099
0.804;0;0.157;0;0.15857;0.804;0;0.156;0;0.156;0.804;0;0.155;0;0.155;0.804;0.001;0.155;0.00101;0.15655;0.804;0.001;0.154;0.00101;0.15246;0.804;0.157;0;0.15543;0;0.804;0.156;0;0.15444;0;0.804;0.155;0;0.15655;0;0.804;0.155;0.001;0.15345;0.00099;0.804;0.154;0.001;0.154;0.00099
0.805;0;0.157;0;0.15543;0.805;0;0.156;0;0.15756;0.805;0;0.155;0;0.15345;0.805;0.001;0.155;0.00101;0.15345;0.805;0.001;0.154;0.00099;0.15554;0.805;0.157;0;0.15543;0;0.805;0.156;0;0.15756;0;0.805;0.155;0;0.155;0;0.805;0.155;0.001;0.15655;0.001;0.805;0.154;0.001;0.154;0.00101
0.806;0;0.157;0;0.157;0.806;0;0.156;0;0.156;0.806;0;0.155;0;0.155;0.806;0.001;0.155;0.00099;0.15345;0.806;0.001;0.154;0.00099;0.15554;0.806;0.157;0;0.15543;0;0.806;0.156;0;0.156;0;0.806;0.155;0;0.15655;0;0.806;0.155;0.001;0.15655;0.001;0.806;0.154;0.001;0.154;0.00099
0.807;0;0.157;0;0.15857;0.807;0;0.156;0;0.15444;0.807;0;0.155;0;0.15655;0.807;0.001;0.155;0.00099;0.15345;0.807;0.001;0.154;0.00101;0.15246;0.807;0.157;0;0.15857;0;0.807;0.156;0;0.15756;0;0.807;0.155;0;0.155;0;0.807;0.155;0.001;0.15345;0.001;0.807;0.154;0.001;0.15246;0.00101
0.808;0;0.157;0;0.15857;0.808;0;0.156;0;0.15756;0.808;0;0.155;0;0.15655;0.808;0.001;0.155;0.00099;0.15345;0.808;0.001;0.154;0.001;0.15554;0.808;0.157;0;0.15543;0;0.808;0.156;0;0.156;0;0.808;0.155;0;0.155;0;0.808;0.155;0.001;0.155;0.00099;0.808;0.154;0.001;0.15246;0.001
0.809;0;0.157;0;0.15543;0.809;0;0.156;0;0.15756;0.809;0;0.155;0;0.15345;0.809;0.001;0.155;0.00099;0.15655;0.809;0.001;0.154;0.001;0.15246;0.809;0.157;0;0.15857;0;0.809;0.156;0;0.15444;0;0.809;0.155;0;0.15345;0;0.809;0.155;0.001;0.15655;0.00099;0.809;0.154;0.001;0.154;0.001
0.81;0;0.157;0;0.15857;0.81;0;0.156;0;0.15756;0.81;0;0.155;0;0.15345;0.81;0.001;0.155;0.001;0.15345;0.81;0.001;0.154;0.00099;0.15554;0.81;0.157;0;0.157;0;0.81;0.156;0;0.156;0;0.81;0.155;0;0.15655;0;0.81;0.155;0.001;0.15655;0.001;0.81;0.154;0.001;0.154;0.00099
0.811;0;0.157;0;0.15857;0.811;0;0.156;0;0.15756;0.811;0;0.155;0;0.15345;0.811;0.001;0.155;0.00099;0.15345;0.811;0.001;0.154;0.001;0.154;0.811;0.157;0;0.15857;0;0.811;0.156;0;0.15444;0;0.811;0.155;0;0.15345;0;0.811;0.155;0.001;0.15345;0.00101;0.811;0.154;0.001;0.154;0.001
0.812;0;0.157;0;0.15857;0.812;0;0.156;0;0.15444;0.812;0;0.155;0;0.15655;0.812;0.001;0.155;0.001;0.15655;0.812;0.001;0.154;0.001;0.154;0.812;0.157;0;0.15857;0;0.812;0.156;0;0.156;0;0.812;0.155;0;0.15345;0;0.812;0.155;0.001;0.15655;0.00101;0.812;0.154;0.001;0.15554;0.00101
0.813;0;0.157;0;0.157;0.813;0;0.156;0;0.15756;0.813;0;0.155;0;0.15345;0.813;0.001;0.155;0.001;0.15345;0.813;0.001;0.154;0.001;0.15246;0.813;0.157;0;0.157;0;0.813;0.156;0;0.156;0;0.813;0.155;0;0.155;0;0.813;0.155;0.001;0.15655;0.00101;0.813;0.154;0.001;0.154;0.001
0.814;0;0.157;0;0.15543;0.814;0;0.156;0;0.156;0.814;0;0.155;0;0.15655;0.814;0.001;0.155;0.001;0.15655;0.814;0.001;0.154;0.001;0.154;0.814;0.157;0;0.15543;0;0.814;0.156;0;0.15444;0;0.814;0.155;0;0.15345;0;0.814;0.155;0.001;0.15345;0.00099;0.814;0.154;0.001;0.15246;0.00101
0.815;0;0.157;0;0.15543;0.815;0;0.156;0;0.15444;0.815;0;0.155;0;0.155;0.815;0.001;0.155;0.001;0.15345;0.815;0.001;0.154;0.001;0.154;0.815;0.157;0;0.15543;0;0.815;0.156;0;0.15444;0;0.815;0.155;0;0.155;0;0.815;0.155;0.001;0.155;0.001;0.815;0.154;0.001;0.154;0.00099
0.816;0;0.157;0;0.15543;0.816;0;0.156;0;0.15756;0.816;0;0.155;0;0.155;0.816;0.001;0.155;0.00099;0.15345;0.816;0.001;0.154;0.00101;0.15246;0.816;0.157;0;0.15543;0;0.816;0.156;0;0.15444;0;0.816;0.155;0;0.155;0;0.816;0.155;0.001;0.15345;0.00099;0.816;0.154;0.001;0.154;0.00101
0.817;0;0.157;0;0.15543;0.817;0;0.156;0;0.15444;0.817;0;0.155;0;0.15345;0.817;0.001;0.155;0.001;0.15345;0.817;0.001;0.154;0.001;0.15554;0.817;0.157;0;0.15543;0;0.817;0.156;0;0.15444;0;0.817;0.155;0;0.155;0;0.817;0.155;0.001;0.15345;0.001;0.817;0.154;0.001;0.15554;0.00101
0.818;0;0.157;0;0.157;0.818;0;0.156;0;0.15444;0.818;0;0.155;0;0.15655;0.818;0.001;0.155;0.00099;0.15655;0.818;0.001;0.154;0.00099;0.154;0.818;0.157;0;0.15857;0;0.818;0.156;0;0.156;0;0.818;0.155;0;0.15655;0;0.818;0.155;0.001;0.155;0.00099;0.818;0.154;0.001;0.15554;0.00101
0.819;0;0.157;0;0.15543;0.819;0;0.156;0;0.15444;0.819;0;0.155;0;0.15655;0.819;0.001;0.155;0.00101;0.155;0.819;0.001;0.154;0.00101;0.154;0.819;0.157;0;0.15857;0;0.819;0.156;0;0.15756;0;0.819;0.155;0;0.15345;0;0.819;0.155;0.001;0.155;0.00099;0.819;0.154;0.001;0.15554;0.00101
0.82;0;0.157;0;0.15543;0.82;0;0.156;0;0.156;0.82;0;0.155;0;0.15345;0.82;0.001;0.155;0.00101;0.15345;0.82;0.001;0.154;0.00099;0.15246;0.82;0.157;0;0.157;0;0.82;0.156;0;0.15444;0;0.82;0.155;0;0.15655;0;0.82;0.155;0.001;0.15655;0.00101;0.82;0.154;0.001;0.15554;0.00099
0.821;0;0.157;0;0.157;0.821;0;0.156;0;0.15756;0.821;0;0.155;0;0.155;0.821;0.001;0.155;0.001;0.155;0.821;0.001;0.154;0.00099;0.15246;0.821;0.157;0;0.15857;0;0.821;0.156;0;0.15444;0;0.821;0.155;0;0.15655;0;0.821;0.155;0.001;0.15345;0.00099;0.821;0.154;0.001;0.15554;0.00099
0.822;0;0.157;0;0.15543;0.822;0;0.156;0;0.15756;0.822;0;0.155;0;0.15345;0.822;0.001;0.155;0.00101;0.15655;0.822;0.001;0.154;0.00101;0.15246;0.822;0.157;0;0.15857;0;0.822;0.156;0;0.15756;0;0.822;0.155;0;0.15345;0;0.822;0.155;0.001;0.155;0.001;0.822;0.154;0.001;0.154;0.001
0.823;0;0.157;0;0.15857;0.823;0;0.156;0;0.15444;0.823;0;0.155;0;0.15345;0.823;0.001;0.155;0.00101;0.15655;0.823;0.001;0.154;0.00099;0.154;0.823;0.157;0;0.15857;0;0.823;0.156;0;0.15444;0;0.823;0.155;0;0.155;0;0.823;0.155;0.001;0.15345;0.001;0.823;0.154;0.001;0.154;0.001
0.824;0;0.157;0;0.157;0.824;0;0.156;0;0.15444;0.824;0;0.155;0;0.155;0.824;0.001;0.155;0.00101;0.15345;0.824;0.001;0.154;0.001;0.15554;0.824;0.157;0;0.157;0;0.824;0.156;0;0.15444;0;0.824;0.155;0;0.15655;0;0.824;0.155;0.001;0.15655;0.00099;0.824;0.154;0.001;0.15246;0.00101
0.825;0;0.157;0;0.15857;0.825;0;0.156;0;0.15756;0.825;0;0.155;0;0.15345;0.825;0.001;0.155;0.00101;0.155;0.825;0.001;0.154;0.00101;0.15554;0.825;0.157;0;0.157;0;0.825;0.156;0;0.15756;0;0.825;0.155;0;0.155;0;0.825;0.155;0.001;0.155;0.001;0.825;0.154;0.001;0.15246;0.00101
0.826;0;0.157;0;0.15857;0.826;0;0.156;0;0.15444;0.826;0;0.155;0;0.15655;0.826;0.001;0.155;0.00099;0.155;0.826;0.001;0.154;0.001;0.15554;0.826;0.157;0;0.15543;0;0.826;0.156;0;0.156;0;0.826;0.155;0;0.15655;0;0.826;0.155;0.001;0.155;0.001;0.826;0.154;0.001;0.15246;0.00101
0.827;0;0.157;0;0.15543;0.827;0;0.156;0;0.15756;0.827;0;0.155;0;0.15345;0.827;0.001;0.155;0.001;0.15345;0.827;0.001;0.154;0.00099;0.15246;0.827;0.157;0;0.157;0;0.827;0.156;0;0.156;0;0.827;0.155;0;0.15345;0;0.827;0.155;0.001;0.15345;0.00101;0.827;0.154;0.001;0.154;0.00101
0.828;0;0.157;0;0.15543;0.828;0;0.156;0;0.156;0.828;0;0.155;0;0.155;0.828;0.001;0.155;0.001;0.15655;0.828;0.001;0.154;0.00099;0.15246;0.828;0.157;0;0.15857;0;0.828;0.156;0;0.15756;0;0.828;0.155;0;0.15345;0;0.828;0.155;0.001;0.155;0.00099;0.828;0.154;0.001;0.154;0.00099
0.829;0;0.157;0;0.157;0.829;0;0.156;0;0.15756;0.829;0;0.155;0;0.155;0.829;0.001;0.155;0.00099;0.15655;0.829;0.001;0.154;0.001;0.15554;0.829;0.157;0;0.15857;0;0.829;0.156;0;0.15444;0;0.829;0.155;0;0.15345;0;0.829;0.155;0.001;0.15345;0.00101;0.829;0.154;0.001;0.15246;0.00099
0.83;0;0.157;0;0.157;0.83;0;0.156;0;0.15756;0.83;0;0.155;0;0.15655;0.83;0.001;0.155;0.00101;0.155;0.83;0.001;0.154;0.00101;0.154;0.83;0.157;0;0.157;0;0.83;0.156;0;0.15444;0;0.83;0.155;0;0.15655;0;0.83;0.155;0.001;0.155;0.00101;0.83;0.154;0.001;0.15554;0.001
0.831;0;0.157;0;0.157;0.831;0;0.156;0;0.15444;0.831;0;0.155;0;0.15655;0.831;0.001;0.155;0.001;0.15655;0.831;0.001;0.154;0.001;0.15554;0.831;0.157;0;0.15857;0;0.831;0.156;0;0.156;0;0.831;0.155;0;0.155;0;0.831;0.155;0.001;0.15345;0.00101;0.831;0.154;0.001;0.154;0.001
0.832;0;0.157;0;0.157;0.832;0;0.156;0;0.156;0.832;0;0.155;0;0.15655;0.832;0.001;0.155;0.00101;0.15345;0.832;0.001;0.154;0.001;0.15554;0.832;0.157;0;0.157;0;0.832;0.156;0;0.15444;0;0.832;0.155;0;0.15655;0;0.832;0.155;0.001;0.155;0.00099;0.832;0.154;0.001;0.15246;0.00101
0.833;0;0.157;0;0.15543;0.833;0;0.156;0;0.156;0.833;0;0.155;0;0.155;0.833;0;0.154;0;0.15246;0.833;0.001;0.154;0.00099;0.15554;0.833;0.157;0;0.15857;0;0.833;0.156;0;0.15444;0;0.833;0.155;0;0.15345;0;0.833;0.154;0;0.154;0;0.833;0.154;0.001;0.154;0.001
0.834;0;0.157;0;0.157;0.834;0;0.156;0;0.15444;0.834;0;0.155;0;0.15345;0.834;0;0.154;0;0.15246;0.834;0.001;0.154;0.001;0.15246;0.834;0.157;0;0.157;0;0.834;0.156;0;0.15756;0;0.834;0.155;0;0.15345;0;0.834;0.154;0;0.15246;0;0.834;0.154;0.001;0.154;0.001
0.835;0;0.157;0;0.15543;0.835;0;0.156;0;0.15444;0.835;0;0.155;0;0.15655;0.835;0;0.154;0;0.154;0.835;0.001;0.154;0.001;0.154;0.835;0.157;0;0.15543;0;0.835;0.156;0;0.156;0;0.835;0.155;0;0.15655;0;0.835;0.154;0;0.154;0;0.835;0.154;0.001;0.15554;0.00099
0.836;0;0.157;0;0.157;0.836;0;0.156;0;0.156;0.836;0;0.155;0;0.15345;0.836;0;0.154;0;0.15554;0.836;0.001;0.154;0.00099;0.154;0.836;0.157;0;0.15543;0;0.836;0.156;0;0.156;0;0.836;0.155;0;0.155;0;0.836;0.154;0;0.154;0;0.836;0.154;0.001;0.15554;0.00101
0.837;0;0.157;0;0.15857;0.837;0;0.156;0;0.15444;0.837;0;0.155;0;0.155;0.837;0;0.154;0;0.15246;0.837;0.001;0.154;0.00099;0.154;0.837;0.157;0;0.15543;0;0.837;0.156;0;0.15756;0;0.837;0.155;0;0.15655;0;0.837;0.154;0;0.15554;0;0.837;0.154;0.001;0.15246;0.00099
0.838;0;0.157;0;0.15857;0.838;0;0.156;0;0.15756;0.838;0;0.155;0;0.155;0.838;0;0.154;0;0.15246;0.838;0.001;0.154;0.001;0.15246;0.838;0.157;0;0.157;0;0.838;0.156;0;0.15756;0;0.838;0.155;0;0.15655;0;0.838;0.154;0;0.15246;0;0.838;0.154;0.001;0.15246;0.001
0.839;0;0.157;0;0.15543;0.839;0;0.156;0;0.15444;0.839;0;0.155;0;0.15655;0.839;0;0.154;0;0.15246;0.839;0.001;0.154;0.00101;0.15554;0.839;0.157;0;0.15543;0;0.839;0.156;0;0.15444;0;0.839;0.155;0;0.155;0;0.839;0.154;0;0.15554;0;0.839;0.154;0.001;0.154;0.001
0.84;0;0.157;0;0.15857;0.84;0;0.156;0;0.15444;0.84;0;0.155;0;0.15345;0.84;0;0.154;0;0.15246;0.84;0.001;0.154;0.001;0.15554;0.84;0.157;0;0.15857;0;0.84;0.156;0;0.156;0;0.84;0.155;0;0.15655;0;0.84;0.154;0;0.15554;0;0.84;0.154;0.001;0.15246;0.00101
0.841;0;0.157;0;0.15543;0.841;0;0.156;0;0.156;0.841;0;0.155;0;0.15655;0.841;0;0.154;0;0.15554;0.841;0.001;0.154;0.00101;0.154;0.841;0.157;0;0.15857;0;0.841;0.156;0;0.156;0;0.841;0.155;0;0.15655;0;0.841;0.154;0;0.154;0;0.841;0.154;0.001;0.15246;0.001
0.842;0;0.157;0;0.15543;0.842;0;0.156;0;0.15756;0.842;0;0.155;0;0.15655;0.842;0;0.154;0;0.15554;0.842;0.001;0.154;0.00101;0.154;0.842;0.157;0;0.15857;0;0.842;0.156;0;0.15444;0;0.842;0.155;0;0.15345;0;0.842;0.154;0;0.15554;0;0.842;0.154;0.001;0.154;0.00101
0.843;0;0.157;0;0.157;0.843;0;0.156;0;0.156;0.843;0;0.155;0;0.155;0.843;0;0.154;0;0.15246;0.843;0.001;0.154;0.00099;0.15554;0.843;0.157;0;0.15543;0;0.843;0.156;0;0.15444;0;0.843;0.155;0;0.15655;0;0.843;0.154;0;0.15246;0;0.843;0.154;0.001;0.15246;0.00099
0.844;0;0.157;0;0.15857;0.844;0;0.156;0;0.156;0.844;0;0.155;0;0.15655;0.844;0;0.154;0;0.15554;0.844;0.001;0.154;0.00101;0.15554;0.844;0.157;0;0.157;0;0.844;0.156;0;0.15444;0;0.844;0.155;0;0.15655;0;0.844;0.154;0;0.154;0;0.844;0.154;0.001;0.15554;0.00101
0.845;0;0.157;0;0.15857;0.845;0;0.156;0;0.15756;0.845;0;0.155;0;0.15655;0.845;0;0.154;0;0.154;0.845;0.001;0.154;0.00099;0.15554;0.845;0.157;0;0.15857;0;0.845;0.156;0;0.15444;0;0.845;0.155;0;0.15655;0;0.845;0.154;0;0.15554;0;0.845;0.154;0.001;0.15246;0.00099
0.846;0;0.157;0;0.15857;0.846;0;0.156;0;0.15444;0.846;0;0.155;0;0.15655;0.846;0;0.154;0;0.15246;0.846;0.001;0.154;0.00101;0.15246;0.846;0.157;0;0.15857;0;0.846;0.156;0;0.15444;0;0.846;0.155;0;0.15345;0;0.846;0.154;0;0.154;0;0.846;0.154;0.001;0.154;0.00101
0.847;0;0.157;0;0.15543;0.847;0;0.156;0;0.15756;0.847;0;0.155;0;0.15655;0.847;0;0.154;0;0.154;0.847;0.001;0.154;0.001;0.15554;0.847;0.157;0;0.15857;0;0.847;0.156;0;0.15444;0;0.847;0.155;0;0.15345;0;0.847;0.154;0;0.154;0;0.847;0.154;0.001;0.15246;0.00099
0.848;0;0.157;0;0.15543;0.848;0;0.156;0;0.15444;0.848;0;0.155;0;0.15345;0.848;0;0.154;0;0.154;0.848;0.001;0.154;0.00101;0.15246;0.848;0.157;0;0.157;0;0.848;0.156;0;0.156;0;0.848;0.155;0;0.155;0;0.848;0.154;0;0.15246;0;0.848;0.154;0.001;0.15246;0.00099
0.849;0;0.157;0;0.15857;0.849;0;0.156;0;0.15444;0.849;0;0.155;0;0.155;0.849;0;0.154;0;0.15246;0.849;0.001;0.154;0.00101;0.154;0.849;0.157;0;0.15857;0;0.849;0.156;0;0.156;0;0.849;0.155;0;0.15345;0;0.849;0.154;0;0.154;0;0.849;0.154;0.001;0.15554;0.00099
0.85;0;0.157;0;0.157;0.85;0;0.156;0;0.15756;0.85;0;0.155;0;0.155;0.85;0;0.154;0;0.15246;0.85;0.001;0.154;0.001;0.154;0.85;0.157;0;0.157;0;0.85;0.156;0;0.15756;0;0.85;0.155;0;0.155;0;0.85;0.154;0;0.15554;0;0.85;0.154;0.001;0.15246;0.00099
0.851;0;0.157;0;0.157;0.851;0;0.156;0;0.15444;0.851;0;0.155;0;0.15345;0.851;0;0.154;0;0.154;0.851;0.001;0.154;0.00101;0.15554;0.851;0.157;0;0.15857;0;0.851;0.156;0;0.15444;0;0.851;0.155;0;0.155;0;0.851;0.154;0;0.15554;0;0.851;0.154;0.001;0.15554;0.00099
0.852;0;0.157;0;0.157;0.852;0;0.156;0;0.15756;0.852;0;0.155;0;0.15655;0.852;0;0.154;0;0.154;0.852;0.001;0.154;0.00099;0.154;0.852;0.157;0;0.15857;0;0.852;0.156;0;0.15444;0;0.852;0.155;0;0.155;0;0.852;0.154;0;0.15554;0;0.852;0.154;0.001;0.154;0.00101
0.853;0;0.157;0;0.157;0.853;0;0.156;0;0.15444;0.853;0;0.155;0;0.15345;0.853;0;0.154;0;0.15554;0.853;0.001;0.154;0.00099;0.154;0.853;0.157;0;0.15857;0;0.853;0.156;0;0.15756;0;0.853;0.155;0;0.155;0;0.853;0.154;0;0.15554;0;0.853;0.154;0.001;0.15246;0.00101
0.854;0;0.157;0;0.157;0.854;0;0.156;0;0.156;0.854;0;0.155;0;0.15655;0.854;0;0.154;0;0.15246;0.854;0.001;0.154;0.001;0.15246;0.854;0.157;0;0.157;0;0.854;0.156;0;0.15756;0;0.854;0.155;0;0.15345;0;0.854;0.154;0;0.15246;0;0.854;0.154;0.001;0.154;0.00099
0.855;0;0.157;0;0.15543;0.855;0;0.156;0;0.15756;0.855;0;0.155;0;0.15655;0.855;0;0.154;0;0.15246;0.855;0.001;0.154;0.00099;0.15554;0.855;0.157;0;0.15543;0;0.855;0.156;0;0.156;0;0.855;0.155;0;0.155;0;0.855;0.154;0;0.154;0;0.855;0.154;0.001;0.15554;0.00099
